"Event" "Date" "Miyu Yamashita" "KANNA" "Chikage Kiba" "Shoko Nakajima" "Ayumi Takada" "Nonoko" "Yuka Sakazaki" "Ura Erika" "Rika Tatsumi" "Erin" "Saki Akai" "Akane Miura" "Ai Shimizu" "Hyper Misao" "MIZUHO" "Azusa Takigawa" "Saki Akamiya" "Yuu" "Nodoka-Oneesan" "Marika Kobashi" "Candice LeRae" "Maho Kurone" "Hinako" "Reika Saiki" "Mil Clown" "Cherry" "Laura James" "Maki Itoh" "Sakisama" "Martha" "Yuna Manase" "Mizuki" "Yukio Saint Laurent" "Yuki Kamifuku" "Solo Darling" "Meiko Satomura" "Shiro Koshinaka"
"41" "The Girls Battle 2015 Round 8" 2015-08-29 1636.37875928756 1487.57826026319 1572.8018404591 1501.5719592287 1469.17568639486 1572.19942832461 1394.22978420085 1496.75982569338 1449.59080929969 1422.00654530249 1593.32323388951 1529.88033615849 1516.5673575625 1434.66687520304 1438.26929873202 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"42" "You Grow Up" 2015-09-22 1642.64336985807 1487.57826026319 1572.8018404591 1514.15304944512 1469.17568639486 1560.61175429359 1388.59163805734 1496.75982569338 1446.77173622794 1424.82561837424 1580.74214367309 1535.518482302 1528.15503159351 1424.77055757146 1448.1656163636 1493.7353894295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"43" "Go Up Higher!" 2015-10-12 1640.42630279142 1492.01239439648 1572.8018404591 1506.85199295234 1469.17568639486 1568.71032311798 1386.3745709907 1496.75982569338 1442.33760209465 1435.49638878699 1582.95921073974 1544.28581275779 1530.37209866016 1423.30428360845 1437.49484595086 1485.63682060511 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"44" "The Girls Battle 2015 Round 9" 2015-10-24 1647.72768653163 1497.5241647236 1572.8018404591 1509.6078781159 1469.17568639486 1565.95443795442 1397.78875553586 1496.75982569338 1436.82583176753 1438.25227395055 1582.95921073974 1536.98442901758 1527.61621349659 1408.0737897496 1434.13351389846 1477.58396811234 1515.23049385886 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"45" "A Girl's Counterattack" 2015-11-07 1643.09811908577 1502.15373216947 1572.8018404591 1505.73423440667 1469.17568639486 1568.26922167735 1395.47397181293 1496.75982569338 1430.62111063469 1435.14991338413 1582.95921073974 1539.29921274051 1536.56774603031 1411.17615031601 1429.05562507397 1475.26918438941 1521.4352149917 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"46" "Turn The Next Corner" 2015-12-22 1649.25021482185 1496.00163643339 1572.8018404591 1513.60536931416 1469.17568639486 1575.8642649255 1394.42644070284 1496.75982569338 1422.7499757272 1431.61612429515 1582.95921073974 1532.23163456256 1543.56842713888 1414.70993940499 1422.0549439654 1468.72167225135 1528.50279316964 1510 1490 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"47" "Tokyo Joshi Pro '16" 2016-01-04 1655.53301603199 1487.36222841052 1572.8018404591 1507.32256810402 1469.17568639486 1586.3673073749 1391.1877214548 1496.75982569338 1429.2016921361 1428.3902660907 1582.95921073974 1542.12431400057 1552.20783516175 1409.55775859155 1416.70408232944 1462.26995584244 1518.61011373164 1519.42498872215 1480.57501127785 1503.22585820445 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"48" "Battle Mission 2016 Code.1" 2016-01-24 1660.807388649 1484.96274578502 1572.8018404591 1509.95975441253 1469.17568639486 1583.73012106639 1384.71973344894 1496.75982569338 1423.92731951909 1428.3902660907 1582.95921073974 1561.76080971184 1557.00680041274 1396.4667614507 1419.10356495493 1457.47099059146 1512.06461516122 1525.89297672802 1478.17552865235 1505.62534082995 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"49" "Battle Mission 2016 Code.2" 2016-02-06 1657.92794482251 1476.98745607066 1572.8018404591 1519.83500643298 1469.17568639486 1589.48900871936 1378.96084579597 1496.75982569338 1421.17640367845 1428.3902660907 1582.95921073974 1557.77316485466 1559.88624423922 1400.45440630788 1419.10356495493 1451.96915891017 1520.03990487558 1528.64389256866 1483.67736033364 1495.7500888095 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"50" "Battle Mission 2016 Code.3" 2016-02-21 1652.99427389651 1488.22030153125 1572.8018404591 1517.36817096998 1469.17568639486 1594.42267964537 1376.49401033297 1496.75982569338 1423.64323914145 1428.3902660907 1582.95921073974 1563.53118774517 1562.35307970222 1394.69638341737 1419.10356495493 1446.32977342218 1508.80705941499 1540.82429389934 1477.13634449094 1495.7500888095 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"51" "Hop! Step! Osaka, Jump!!" 2016-03-06 1652.99427389651 1490.85307809855 1572.8018404591 1517.36817096998 1469.17568639486 1583.50225487691 1388.47740553299 1496.75982569338 1435.68934781826 1428.3902660907 1582.95921073974 1568.79674087977 1573.27350447068 1389.43083028277 1419.10356495493 1434.34637822216 1506.17428284769 1549.01146693061 1468.94917145968 1483.70398013269 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"52" "Hop! Step! Kitazawa, Jump!!" 2016-03-13 1661.02038510257 1482.64115083371 1572.8018404591 1528.96351091887 1469.17568639486 1575.47614367085 1395.26503241773 1496.75982569338 1432.29553437589 1428.3902660907 1582.95921073974 1564.69077724735 1561.67816452178 1393.53679391519 1419.10356495493 1427.55875133742 1514.38621011253 1557.15359621476 1472.34298490205 1475.56185084854 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"53" "Hop! Step! Kasukabe, Jump!!" 2016-04-02 1655.26670513878 1488.50290419868 1572.8018404591 1530.8407980251 1469.17568639486 1582.59195240723 1399.76598453167 1496.75982569338 1425.60321085899 1428.3902660907 1585.36672894507 1553.25292890437 1569.8393626909 1382.57276107097 1419.10356495493 1420.65028101815 1525.82405845551 1568.11762905898 1465.22717616568 1472.1076156889 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"54" "Tokyo Joshi Pro X Idol Shibuya Night Danger" 2016-04-18 1660.00191670012 1483.69342750156 1572.8018404591 1533.20840380577 1469.17568639486 1582.59195240723 1410.79941980944 1496.75982569338 1420.86799929765 1428.3902660907 1585.36672894507 1550.8853231237 1569.8393626909 1382.57276107097 1419.10356495493 1414.42632243749 1525.82405845551 1575.23984361727 1458.10496160739 1472.1076156889 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"55" "Hop! Step! Yokohama, Jump!!" 2016-04-29 1651.47047975242 1479.42770902771 1572.8018404591 1537.47412227962 1469.17568639486 1572.38037328608 1419.33085675714 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1557.30854989022 1569.8393626909 1395.09421014921 1419.10356495493 1405.67691320722 1525.82405845551 1585.45142273841 1466.85437083766 1459.58616661066 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"56" "Battle Mission 2016 Code.4" 2016-05-14 1647.46673921954 1476.45599954139 1572.8018404591 1546.1873497592 1469.17568639486 1557.67881321563 1427.3383378229 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1561.31229042309 1569.8393626909 1409.79577021966 1419.10356495493 1400.43407402686 1525.82405845551 1590.69426191877 1458.84688977191 1453.84464861741 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"57" "Yokohama 1:00 Set" 2016-05-28 1651.86161201674 1484.30217645854 1572.8018404591 1553.72513847528 1469.17568639486 1564.7761345657 1422.9434650257 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1556.89216003376 1569.8393626909 1406.0911748545 1419.10356495493 1392.58789710971 1525.82405845551 1598.81898767327 1451.30910105583 1446.74732726733 1683.23871924804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"58" "Nerima Love Rin" 2016-06-15 1654.92589134006 1493.35540361665 1572.8018404591 1547.59657982865 1469.17568639486 1572.06152324192 1420.73846377695 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1563.02071868039 1569.8393626909 1401.01078742702 1419.10356495493 1385.71501257198 1525.82405845551 1595.75470834995 1442.25587389772 1446.74732726733 1683.23871924804 NA NA 1511.87288453773 NA NA NA NA NA NA NA NA NA NA NA NA NA
"59" "Yokodai Station Event Wrestling Part 1" 2016-06-18 1651.03228566257 1493.35540361665 1572.8018404591 1554.65424306051 1469.17568639486 1572.06152324192 1428.52567513192 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1566.91432435788 1569.8393626909 1391.38486169336 1419.10356495493 1385.71501257198 1525.82405845551 1605.38063408361 1435.19821066586 1438.96011591237 1683.23871924804 NA NA 1511.87288453773 NA NA NA NA NA NA NA NA NA NA NA NA NA
"60" "Yokodai Station Event Wrestling Part 2" 2016-06-18 1653.65875980038 1501.69696564989 1572.8018404591 1552.0277689227 1469.17568639486 1572.06152324192 1437.46073008392 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1566.91432435788 1569.8393626909 1382.44980674137 1419.10356495493 1380.46206429636 1525.82405845551 1605.38063408361 1426.85664863262 1444.21306418799 1683.23871924804 NA NA 1511.87288453773 NA NA NA NA NA NA NA NA NA NA NA NA NA
"61" "Shibuya Is Truly Wonderful" 2016-06-27 1650.40991404648 1504.94581140378 1572.8018404591 1558.52546043049 1469.17568639486 1572.06152324192 1448.41504076926 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1573.08818419793 1569.8393626909 1375.95211523357 1419.10356495493 1376.23704582531 1525.82405845551 1598.65134186932 1420.68278879257 1444.21306418799 1683.23871924804 NA NA 1511.87288453773 NA NA NA NA NA NA NA NA NA NA NA NA NA
"62" "Kasukabe Love Rin" 2016-07-09 1633.82608969264 1509.9648730874 1572.8018404591 1561.0349912723 1469.17568639486 1562.09107283358 1458.29410405775 1496.75982569338 1414.44477253114 1428.3902660907 1585.36672894507 1583.05863460628 1569.8393626909 1392.53593958741 1419.10356495493 1371.2179841417 1525.82405845551 1603.93449669673 1415.39963396515 1434.33400089949 1683.23871924804 NA NA 1509.36335369592 NA NA NA NA NA NA NA NA NA NA NA NA NA
"63" "Yokohama Love Rin" 2016-07-23 1641.4193866601 1496.70807648087 1572.8018404591 1568.16115465355 1469.17568639486 1558.26305387305 1451.1679406765 1496.75982569338 1408.94963138644 1428.3902660907 1585.36672894507 1588.55377575097 1569.8393626909 1405.79273619394 1419.10356495493 1367.06654594875 1525.82405845551 1608.08593488968 1408.04006280616 1430.56872289256 1683.23871924804 NA NA 1516.72292485492 NA NA NA NA NA NA NA NA NA NA NA NA NA
"64" "Delicious Sacas Pro Wrestling 2016 ~Tokyo Joshi Pro~" 2016-07-30 1637.10543804232 1496.70807648087 1572.8018404591 1576.78905188912 1469.17568639486 1564.21185859925 1455.48188929428 1496.75982569338 1403.00082666023 1428.3902660907 1585.36672894507 1579.92587851541 1569.8393626909 1416.50464008407 1419.10356495493 1361.65439904595 1525.82405845551 1613.49808179248 1410.74613625756 1419.85681900244 1683.23871924804 NA NA 1514.01685140352 NA NA NA NA NA NA NA NA NA NA NA NA NA
"65" "Delicious Sacas Pro Wrestling 2016 Final Show ~Tokyo Joshi Pro~" 2016-07-31 1647.27764082246 1504.53150236786 1572.8018404591 1582.96048860264 1469.17568639486 1564.21185859925 1458.43143366508 1496.75982569338 1397.10173791864 1428.3902660907 1585.36672894507 1576.84016015865 1569.8393626909 1419.59035844083 1419.10356495493 1355.48296233243 1525.82405845551 1610.54853742168 1406.47302221901 1412.03339311544 1683.23871924804 NA NA 1514.01685140352 NA NA NA NA NA NA NA NA NA NA NA NA NA
"66" "Beer Garden Fight 2016" 2016-08-13 1652.16722051162 1511.18234512849 1572.8018404591 1579.46676550537 1469.17568639486 1557.56101583862 1461.75685504539 1496.75982569338 1393.77631653833 1428.3902660907 1585.36672894507 1567.80733249106 1569.8393626909 1413.97410500806 1419.10356495493 1350.59338264326 1525.82405845551 1628.6913416193 1399.10175313399 1414.47818296003 1683.23871924804 1507.37126908502 NA 1511.57206155894 NA NA NA NA NA NA NA NA NA NA NA NA NA
"67" "Kitazawa Love Rin" 2016-08-31 1658.31832348673 1505.03124215339 1572.8018404591 1583.06124186049 1469.17568639486 1544.87137728183 1474.44649360218 1496.75982569338 1400.96526924857 1428.3902660907 1585.36672894507 1575.38417201493 1569.8393626909 1406.71157135099 1419.10356495493 1347.18555896582 1525.82405845551 1625.09686526418 1391.91280042375 1414.47818296003 1683.23871924804 1503.20225323859 NA 1518.83459521601 NA NA NA NA NA NA NA NA NA NA NA NA NA
"68" "Tokyo Game Show 2016 4Gamer.net X TJPW Day 1 Part 1" 2016-09-17 1658.31832348673 1511.01830177157 1572.8018404591 1586.05477166958 1469.17568639486 1544.87137728183 1485.2722661964 1496.75982569338 1400.96526924857 1428.3902660907 1585.36672894507 1575.38417201493 1569.8393626909 1406.71157135099 1419.10356495493 1347.18555896582 1525.82405845551 1622.10333545509 1385.92574080557 1414.47818296003 1683.23871924804 1492.37648064437 NA 1518.83459521601 NA NA NA NA NA NA NA NA NA NA NA NA NA
